palavra	count
tumbaron	79
catalogne	2302
que	11795
electorales	11537
tacha	7378
sant	9062
asomo	3086
defendieron	4222
são	8395
floja	1648
derogar	5433
neutrales	588
repetida	2615
lingüística	941
valla	9278
colonias	8871
niñ	4795
estatal	10040
gilipollas	11346
pv	1001
acaba	11624
cerrazón	2449
≠	2220
expectativas	887
tipificado	703
desde	4908
oigan	7208
raíces	1797
visite	271
lentejas	1324
golpeada	6040
cataluña”	543
forces	5658
ls	11032
comerse	4182
solidaridad	11445
oficial	10818
ara	6352
recordado	4730
nacional	11805
atiende	431
puyol	8720
triunfará	793
mediar	9130
dedo	9261
visión	10051
papas	4557
credibilidad	9068
esquadra	9684
bulo	6185
crimea	2988
repito	9669
tonto	11194
traen	2987
ruedas	6947
zp	7421
comuna	6
acto	11466
invadido	3033
recortes	10190
cambiarlo	505
venta	7450
impedir	11679
elegida	1180
provoca	8461
sucedió	9524
electores	8884
madre	11711
caricatura	4581
futuros	909
jurídicamente	1688
ocupada	4656
tal	1500
heridasdelprocesa3n	4250
lamentablemente	6864
invadida	3174
patrimonio	4715
hay	10700
angustia	4707
app	8025
analista	7980
cne	4177
cuadra	7960
compre	3404
usureros	120
cachorros	238
silla	3137
empiezo	8587
radiografía	770
acata	879
estrategia	10614
decia	6203
esperen	4306
dientes	4555
novedad	5959
prometen	4550
without	3321
inmersión	3719
grax	384
buscamos	1374
demagogos	2359
marido	8722
engañando	6340
estas	3490
decisiones	9865
tocará	4232
deriva	8592
labor	10065
alfredo	4213
activan	1412
imparciales	1166
encanta	11127
i̇spanya	355
bosque	1109
desmonta	4574
italiano	749
morena	3670
gerardo	4235
situação	6077
distancia	8881
democrácia	4648
ganarse	1718
causar	1241
vicepresidente	6574
insostenible	4838
colaboración	198
than	6922
rei	8075
bloquea	6272
60000	1698
queria	8427
llegados	6503
sostienen	1509
lleve	9616
posiciona	6098
dirigida	6415
blanco	10778
proclamación	5798
tsj	5739
negando	6023
arriba	7878
jugarían	1898
bombardear	856
dui	11608
embajada	7116
entrena	1355
opine	8463
color	8732
nadal	8741
crece	8685
pendejo	8472
sirve	11275
era	8575
hoja	4834
desaparición	864
sabido	8640
anuncios	3606
bombeiros	5524
3gerardpique	922
encantado	5446
reparto	4691
pacífica	11053
televisión	9905
daréis	2367
pan	9313
emitido	3725
pronuncia	8000
pbi	7745
celebrará	9832
querido	11165
imposible	11566
jaume	8173
creia	3534
balcanes	3062
penosa	7263
time	8306
refirió	386
franquista	11280
perdon	6042
cacaolat	2559
retiro	2723
ánimos	7176
pesados	10149
falla	6324
antena	10452
elegir	11390
puñetazos	402
acompaña	1906
cero	10594
segurança	1375
nombre	11465
sentado	6009
premiê	1862
octubre	11767
quebrantado	1615
secundar	2083
3000	2348
controlado	5797
movimiento	10956
andrés	2275
estudia	2804
hueco	8831
chorizos	6419
want	9011
🤷‍♀️	4415
debería	11763
inutiles	2279
ofrecer	8976
moscas	2357
utilización	8116
valiente	10179
saque	8703
dividido	8994
trasladen	4257
contradicciones	1843
populistas	5897
apoyemos	1617
odia	10037
duda	11435
independizara	10793
empleados	8323
viajado	3917
golpismo	5668
abandonar	9757
recurso	5914
entrado	3926
comprendo	7784
cataluñala	1923
bem	1599
respeten	8061
apresar	2427
jodas	6924
ojo	11383
adéu	91
pudieron	8818
anime	2937
nuestra	2060
atendidos	807
pacificamente	6605
paleta	5667
62	4877
bicho	1039
kirchnerismo	425
cumplió	3757
pajas	991
prefiero	10342
ze	3529
pm	7149
rambla	1989
prepara	9733
emociona	5705
propaganda	10527
españoles	11859
indignante	10023
peleando	4130
tenso	7323
ganes	791
armadas	6217
lubrio	1963
pura	10253
haran	2130
disposición	6395
manifestando	2149
silenciada	6265
cristales	6193
ciudad	11209
novia	7391
perdieron	8291
obtuvo	1864
kieres	1032
volem	2346
extrañan	3253
extremadamente	2128
resulta	10885
reine	5543
tios	3136
sopla	232
noto	2260
bo	1371
aguantar	9167
ganaría	9629
madres	7108
canso	418
vs	11578
vivirán	2438
ayuda	11262
preparado	10247
faz	3824
autonómicos	5518
muerto	10608
odiamos	5478
informando	7677
engañe	3392
vais	1561
burra	313
perdiendo	10301
bronca	6266
carteles	8342
titorodriguezz	3262
entiende	11154
representa	11172
vil	4069
salvajada	5909
desafío	10598
llegase	2256
sorprendido	6027
aburrimiento	4849
diversas	6014
independizamos	8785
sarda	826
gnb	7660
sentada	4495
hacia	4623
2oct	7039
ocupar	6975
vomitivo	4199
abusa	538
injustificada	4677
sus	8646
sumar	6241
dialogue	7021
everywhere	162
silencio	11105
good	9060
historica	2816
resumiendo	4076
acepte	7580
fascismo	11603
volveremos	2853
messi	10755
contagio	1034
fondo	10730
comienzan	8797
16000	7047
catalanismo	3831
llamamos	6562
héroe	5000
lame	2032
hablais	3319
dudo	10302
aplastar	6689
insultos	9579
niet	5449
vence	4631
repetido	2604
fabricación	4273
añadiría	5443
sanidad	10752
pagada	5810
pactar	11375
delincuente	7818
trabaje	5603
factible	3130
impresionante	9565
españ	7314
independicen	9801
in	11760
autorización	4095
patrulla	130
cracks	2654
inocente	8617
acaso	10837
droga	5479
norma	4805
trabajen	5923
personajes	7759
llegara	7402
martes	10838
playa	9031
egoísta	6209
off	6401
ampliar	1242
depor	252
really	5553
uniforme	8151
nazionalistas	8386
incultos	7035
europea	11555
comunismo	9117
economico	835
provocado	9931
750	5634
ordenado	6234
trae	9680
tem	9572
arrancar	3566
leí	5088
independencia	11869
titulo	566
pato	2718
demonios	5323
darle	10644
prefiere	8194
bc	3768
vital	2121
now	9360
irresponsabilidad	9584
pnl	225
their	10222
supermercados	1724
pablito	7000
local	10220
anc	10501
defienden	11284
usada	3967
bloqueo	9909
inventaron	1318
diferencia	11231
asi	3912
comido	7330
lucha	11312
nacionalistas	11170
totalidad	6214
pagado	8482
❤️	10020
respaldan	4045
rodrigo	1159
gil	4292
guardian	3004
existio	2473
vice	4087
right	9053
consiguieron	1901
ejercida	8508
abran	8192
empeñados	1274
insurrección	8052
surgido	5142
pactara	1195
reunión	9308
din	262
carrer	3465
aplausos	7225
investigación	9281
madridistas	1727
lenguaje	7681
conseguirá	6091
decían	9725
1930	482
esta	10483
alojar	4419
combatir	6270
mamarracho	3635
hacerme	6750
rioja	2325
llamó	8692
ignoran	5628
aprenden	4665
deberías	9764
ruso	7951
financiero	4275
largar	4746
irse	11587
machado	3750
zaragoza	9695
cerveza	7038
tamaño	5440
maltratar	1124
realmente	11419
prohíbe	9466
marketing	5529
minoria	8234
disparar	3078
demencia	1939
pensarán	581
manifas	4329
logren	2494
crecer	362
eurocámara	6573
mercado	9389
patada	5662
utilice	5066
barcelona	11833
destinos	446
made	9451
esperas	6423
povo	10393
altavoz	2850
hij	427
let	8230
máis	8042
visitado	371
riéndose	663
patriotas	9870
agresion	563
oprimida	7101
gastos	9075
piden	11489
iba	11588
flote	2376
espere	3713
manipuladores	9020
sacamos	5908
rtve	7795
injured	6330
simpatizo	1186
ask	1460
livre	2546
lleida	8132
equivocó	3735
ibérico	376
emisora	335
gestos	5708
nefasta	6403
excusas	5463
armado	7004
escudos	9582
bancarrota	2746
medias	6135
mixto	4265
predicar	638
veras	9917
rompieron	3226
odiar	8235
plumero	5661
obreros	2573
radio	10865
perdonaré	1752
canten	398
cáncer	7248
siguiera	4764
animar	6570
pizza	3511
españita	1094
avisan	3709
gradas	5114
intermedio	2751
tribuna	4670
respeto	11655
cuesta	10517
2005	7297
rota	10285
chusma	7424
abuela	7175
condena	11179
cabrón	8378
dominó	4540
gasto	7985
mano	11355
delirio	3144
bandidos	1422
engañado	6120
quería	11283
sólos	2825
irak	7930
comuns	305
indecisos	1143
century	1803
letra	7309
coca	4556
reales	8187
actuó	8779
peo	4309
esperemos	10402
piezas	157
manos	11538
majo	5814
corbata	2843
protagonismo	6586
promesas	4797
pequeños	8754
put	4452
tristemente	3685
significa	11214
sintiendo	4640
bloqueio	2304
echan	9730
extremeños	8462
sembrando	2384
razonable	6678
decente	7694
justos	1926
ciudadanas	2715
pablocasado	3817
facto	8767
pilar	8658
more	8747
indefensos	7150
consultado	1656
golpeado	6881
fijate	4119
voluntades	72
antes	4942
te	10076
cueste	6608
impusieron	478
inminente	6081
gracioso	9567
franco	11704
dit	304
farmacias	2010
foi	8501
llamarse	6773
declara	11286
lideres	7671
versus	2639
detienen	6356
votarás	1604
sucesión	5303
saliese	6402
desató	22
conservadores	1608
contra	10010
negocie	5744
exista	7217
nervios	7388
desagradable	3126
diosdado	3328
quejarnos	2620
soterramiento	4923
decenas	9545
respaldo	9042
explicación	9745
politicuchos	4480
agradecer	8313
favorable	4099
retratan	95
familias	10762
consiguiendo	9121
club	10448
statement	1237
30	11365
ics	823
guardias	11430
electricidad	1096
tiran	7435
autoritaria	4197
repudio	9546
correcto	10542
vayas	9591
reprochable	2117
cajas	5536
albiol	11066
ofender	3467
reírse	4929
contrato	88
elegimos	537
looney	841
ayudar	10221
negociando	3568
comentan	6870
fabricar	1796
previo	7770
pensión	67
menorca	364
maestra	2656
gordo	8533
debía	6184
pela	11256
cachondeo	9047
cobardemente	2707
don	10726
saturado	1253
anexión	7298
tarea	3052
cerraron	3245
nadie	8455
mirar	10788
juntos	10961
chapucero	6171
contabilizado	727
gestión	10744
elections	1128
ole	10069
melilla	5578
estafa	9102
dispone	4820
convocar	11530
dictadura	11681
marcha	11101
bota	2431
polis	8660
tos	6443
daniel	6019
consumo	2855
pdecat	8559
igualmente	8813
73	3309
contados	4955
expulsada	5447
only	6821
afectando	5514
xdddd	4946
🤣	8696
pulsera	765
acojonados	4251
moción	10008
querida	10305
honestidad	1591
puedes	11637
also	6021
enfrentar	8532
retraso	7046
em	11459
cena	6025
poblacion	8358
suizo	26
mundial	11467
duden	895
sense	2135
editoriales	2665
investigará	5138
wars	6740
dilema	7747
spagnolo	2807
consciente	8564
quedarme	6294
medios	11706
intimidación	1370
lagrimas	1455
necesito	9663
dejamos	10178
cancelado	4418
desgraciadamente	8147
pudieran	6711
asuntos	8387
dejaron	9869
agravar	322
empezar	11144
canario	3315
acudirá	1975
terminar	10135
firmado	3366
lluis	31
trampas	8620
cia	7214
jamón	5945
acaban	10263
federal	10571
demandas	3674
acepto	7517
200000	3498
amics	4324
democráticamente	9751
legalizar	8156
teorías	618
pisoteando	3937
1o	10859
caldo	3815
maniobra	7069
catetos	8540
peleas	3908
rts	5862
borbones	9397
depósitos	5825
tomaron	1925
caos	11162
guardiacivil	8295
pobres	10401
apuntan	2670
bebe	2330
burbuja	4017
tranquilamente	8185
fiables	2925
és	9952
equivocados	3583
testimonios	2581
comunes	5557
crédito	6404
meu	5281
sillón	532
tardaría	2326
arde	7087
reaccionario	4341
conservar	4755
cualificada	5249
saltar	8216
estan	6681
consentir	3317
imponer	10883
mejoras	1404
persiguiendo	4274
caribe	6825
caradura	3574
salvando	3305
encontra	4426
defendernos	4688
relucir	6020
tractores	9596
santander	183
duros	7148
coincido	3652
pasaría	10953
antisistema	8495
unionismo	1015
inés	7041
asta	4143
invito	8168
retira	3101
electorado	3564
431	7473
dame	4666
discusiones	4218
contó	2684
nacer	4744
rep	7577
ejército	11632
leal	768
contabilizar	5822
tensiones	9285
el	11793
rico	10876
wall	177
niegan	9469
québec	4417
vecinos	10741
deberían	11482
place	842
utilizó	2556
protestar	10515
parecer	10505
derechas	9644
guardia	11803
tocada	904
continuo	5505
cosmopolita	2881
llenos	7305
insulta	7764
mínimas	6140
separarse	11414
sta	7141
cien	7145
gasol	7542
acojonante	8041
despreciable	3921
bajas	3132
pilas	5408
texto	9023
anteriores	5550
esperpéntico	433
piolín	9215
destruyen	5008
parcialidad	721
iv	8485
cantáis	1441
comprometidos	3586
dejeis	830
ganadores	5117
act	3291
inmoral	7447
civil	11826
lol	9557
fcbarcelona	2478
corto	8953
durmiendo	7550
aguantando	8018
1934	8581
tertulia	8074
mojarse	1647
voters	7871
suman	9444
nivel	11661
permitirlo	4753
palau	6301
catalã	1200
soto	7180
actúa	10002
mosos	7662
haberlo	8101
pensaran	4081
hechar	4444
‘	6286
hagan	11560
irracional	7158
financian	2808
técnicamente	469
ramblas	8072
hartos	8894
cauces	5191
reporte	1429
posicion	1099
intentado	9222
espada	5493
verdaderos	7791
luchando	9970
mentiroso	6212
fabrican	2921
bloque	5686
descojono	4650
simplemente	10951
senado	6995
lleguen	6108
45586	6790
incapacidad	7359
arder	3537
poderes	9204
sucediendo	11007
esposa	5775
adoctrinamiento	11048
autodeterminación	11639
aportan	485
ocupantes	709
feridos	9630
sociológico	4528
listado	3393
productores	1540
full	4217
lavado	7828
conciencia	7947
pont	637
impedirán	4434
estáis	1417
tendria	8648
irreversible	2747
musical	4758
seran	7708
disfrutar	6590
reaccionando	197
rebeldes	4211
instalaciones	2965
tuiter	7895
acosa	1401
calidad	7894
verdaderamente	7996
nin	6733
denuncias	6262
imbecil	7340
sombrero	840
repression	5312
135	428
considerará	453
falangistas	3716
autónomo	5120
representan	10254
votará	10627
atentados	10084
cita	8670
ⓒⓒ↪	261
intransigencia	1801
miren	10174
plaza	11652
bono	4905
seguidor	414
asilo	9007
fachitas	6529
acusan	6878
incumplido	4783
usó	5064
✊	6853
daría	9831
pessoas	7887
democráticas	10545
deis	3446
salvajemente	2952
dijimos	315
piolin	3932
vázquez	2173
influencers	1140
oposición	11433
imperio	9269
promovido	7543
palomitas	6819
existencia	7416
esencia	5905
publica	7253
tiempos	10688
reclamar	7244
destapado	4699
establece	6100
chairos	3883
juzgados	8981
debilidad	5420
hala	3202
desprecia	3391
cívica	2762
practicar	5121
particulares	5006
tanque	4326
curro	6526
discurso	11740
manifestaron	6359
carece	6541
telecomunicaciones	8058
gana	11687
chantaje	6915
38	10428
vocero	1642
telecinco	5269
fm	7067
my	9622
tíos	8277
unanimidad	706
españolista	6538
camina	2527
largue	2280
apoyados	4200
impedido	6877
so	10282
tauromaquia	5029
competir	1932
leur	113
máximos	1405
meto	4068
quedarás	670
doesn	3320
impunes	1409
policial	11794
chupando	2019
fans	5316
separara	4826
uniformados	3200
oggi	502
identificar	6635
with	10656
pedimos	10295
permiten	9765
pierdan	7205
voted	92
personalmente	8766
sep	121
escribo	2560
oposicion	5398
sólo	2349
prosperidad	16
sabiamos	1155
rapidito	1249
manifiestan	10348
valía	5565
vinculante	11675
direitos	6096
literalmente	6861
solitos	6372
sentirme	5366
plata	6929
grand	735
convirtió	5958
campeon	1063
género	3813
centros	11528
partida	8525
fez	447
atacan	9175
dejar	11725
delirante	2265
refiero	10320
vagos	9488
pueblo	11856
proclamar	10557
pagaremos	5436
puentes	9206
suspenden	2953
papis	1328
mmm	4613
juzgar	4210
reprimió	8420
voltaren	8388
tardá	3473
chavales	9310
listas	8693
secuaces	9253
arregla	10277
9009	10255
pasara	10573
xente	6194
alumno	110
levanta	7526
reúne	7545
opinamos	3612
já	9436
gustó	4020
agresividad	3484
pri	2562
clarísimo	5988
cnnee	8727
ideológica	676
cagas	2469
entra	10654
bici	1378
tachar	2164
recuerde	5859
dia	7475
pacíficamente	10216
independistas	9461
decidiendo	4052
aramburu	2638
agredieron	484
palmas	10931
kiere	6382
contras	640
lanzando	1190
cuidado	10823
comunidad	11692
retrasado	6580
utilizando	9030
intervenga	5585
organizaciones	6738
ponerla	3546
87	9727
ciento	7998
ningun	9838
sabiduría	1635
defiende	11438
fuera	10083
presos	9518
mil	11299
fuga	8054
estudiante	2766
moros	6364
bbc	10737
civiles	11590
united	3656
repriman	3977
arreglará	4266
trasladará	556
cante	7221
envío	4117
perder	11423
traes	806
presidenta	8602
kurdo	7614
convencerlos	1035
tom	1857
ignacio	6673
madrileña	4602
tremendo	9581
burrada	3480
dep	3097
península	8950
recordad	9058
dizque	4711
ein	2202
destruir	9479
muitos	924
bélgica	4147
tratando	9811
digo	11748
liberales	5931
salto	4380
house	292
enfrentan	8758
definir	7466
escuche	8159
marcharse	7474
mienten	8421
quedais	4449
hostias	11345
peso	9382
cierren	7098
insulto	7907
río	8184
amigo	11190
comercios	7143
leña	9689
obviando	6693
denunciar	9668
enviamos	1086
elegidos	2448
movimientos	8865
evitan	1232
trampa	8852
pedido	10699
whole	731
cobardía	9145
engañar	9613
perjudicados	3435
pegado	8776
luchen	2819
revoluciones	4614
interese	3930
veria	2107
sostener	1179
pones	9362
camiones	5607
relacionados	7541
sembrado	11061
mocos	1469
desalojar	10184
hunde	8205
unha	7752
grecia	5866
uma	10102
diversos	6413
herria	7184
pactando	3872
confundir	6546
vallan	1450
polvorín	11
prohibidos	4010
està	8146
suicidio	5583
democracias	8903
desalojos	3970
justifico	2579
parásitos	3341
agotado	499
57	1476
do	11571
contundente	8820
impresión	8374
sofá	4365
ultra	8885
seguía	1054
olvidar	10423
insultado	6813
apátrida	4897
espananoserompe	920
jaja	11019
papel	10991
alegro	8683
sed	5018
mental	9599
perfecto	10466
fuentes	6993
propuestas	5517
visca	11499
escuché	7533
paran	7975
advertencia	787
3ª	1017
advertencias	2945
declaraciones	10657
sospechar	2499
elrey	2743
golpear	9197
expresado	6416
acaecidos	2169
face	6984
nui	2387
espera	11507
jefe	11051
going	7009
súper	9516
erasmus	6559
en	11783
gobern	7056
guiris	5135
reprobar	2070
capullo	3000
interior	10977
ejercer	10394
il	10028
regiones	10619
crack	7161
muchos	7315
prudencia	4733
enviados	7510
celebre	9807
lunes	11628
hablas	10916
memes	9937
ironía	8036
bella	3594
restablecer	8542
entendido	10054
legales	11153
autoriza	1575
humillar	3983
siria	8956
seg	608
pase	11610
terrible	11011
creíble	2323
qualquer	3151
país	11855
gov	6563
complicidad	2520
entorno	5996
anunciará	6505
hipocrita	7322
suficiente	10711
auxilio	1721
identitario	69
gobernantes	10967
elite	4198
brexit	11001
luego	3463
empresarial	6508
pides	6361
escuchas	1877
sector	8423
zijn	5969
das	11065
presidenciales	635
compleja	5195
promoviendo	3854
advirtió	3186
votante	7798
decidamos	5147
pacíficos	9740
esconderse	3367
identidad	9483
apoio	8322
comiencen	370
è	8861
denunciado	3935
eso	9818
medieval	2992
establecimiento	1070
sacaron	6830
leia	2733
tá	6440
celebraron	494
desconozco	1691
gt	10584
declarada	5046
lxs	6470
canarios	1158
siglos	10663
alojados	3043
basura	11203
impedirá	5987
he	1178
vuelta	10796
cdmx	452
🤔	11416
insensatos	2014
enfadado	4872
resta	2251
espagne	3422
hipotético	8509
ofende	3171
dé	9749
protect	3363
hecho	4824
teruel	3565
volverá	9054
cartagena	3178
imagina	8815
hitler	9632
’	8047
detenciones	8907
producto	9093
vale	11716
pede	6115
participaron	3541
sensata	8243
shock	3711
futbol	9729
pedro	11114
ayudan	7723
fusilar	3102
beneficiar	2453
será	7572
comenzar	8031
gastar	4889
escocia	11458
preocupadebemos	989
sintió	3027
tiendas	6627
vendiendo	6515
erc	10224
2020	3715
materia	1894
fundamento	5877
hoxe	5944
quitarle	8700
ofrece	9967
estupendo	5595
símbolos	1
renovar	772
burda	4015
proponer	9135
colgado	5716
convierta	8612
proespaña	1088
living	4525
opositor	6208
disculpe	4320
placer	3121
conservador	5753
ámbito	3325
expulsa	2994
“”	9954
asegurado	1298
entró	2489
condene	5687
participado	5685
uds	9735
surrealista	8821
jugarán	2287
afirma	10473
saludos	11035
said	4362
dni	10035
estúpidos	5089
garantía	10312
cervezas	1467
acordé	273
vecino	8264
ando	2774
amistad	2554
independiza	11818
convirtiendo	8007
teoría	8681
candidatura	3154
escuchar	11281
negocios	8346
entiendan	6016
hereda	2614
apoyó	10589
vencer	6928
explica	10550
establecer	6235
juez	10202
informada	1837
direito	8808
confiscar	1416
crispación	6933
igualdad	9165
terreno	8977
talvez	1064
coñazo	8307
insoportable	5611
pagina	1129
prueba	10396
cap	6629
aprovechado	5935
carcel	10841
colombianos	8447
regreso	4724
prometida	1427
pájaro	899
apela	6041
pesado	7112
cumplimiento	8840
porta	2056
llaman	11443
obsesión	5021
gendarmería	712
mal	7123
obsoleto	3368
gibraltar	10208
hartazgo	3590
coherente	9558
podrías	7028
president	9785
simpsons	10864
ikea	9017
premio	7344
today	10626
consentido	2285
chinas	3491
trending	7704
tildan	2650
1ro	2100
manuel	9687
protegiendo	278
cuadrado	85
paradójico	1895
empleada	769
públicamente	4040
prenda	3334
fer	5710
mitad	11462
mascota	2627
pensar	11586
tirar	9276
roban	10096
on	11302
apuesta	7982
engañemos	4252
acme	2578
publicamente	3338
biba	1521
escenarios	8539
telesurtv	10702
decidieron	4332
apoyar	11630
batman	574
pelea	9296
rodeada	1273
união	2750
96	754
cantó	1820
niñato	387
aprobó	9392
animos	4286
boicotear	5631
unionistas	9279
valora	6803
watching	2118
rey	11861
tapado	3369
dolorosas	1978
esquerda	2936
granada	4505
potter	2820
madrugar	5974
miserables	8905
elpaisespana	3229
mantiene	10005
llevais	5350
oraciones	4829
dejad	10525
repudiable	6527
youtube	8445
espanol	1817
ilegal	11870
genera	9464
porrazo	6699
gráfico	3113
activar	5265
piqué	11781
rajo	739
cargar	8666
lanzar	3913
cuello	6703
carreteras	5244
toledo	5052
tirando	8285
generó	276
defendian	94
olvidados	1943
reclamo	5271
opresora	6060
gay	6833
obligación	8401
creo	4716
pregúntenle	1162
parado	8805
ridiculo	10130
escuadra	9073
rayas	725
escribe	10270
sido	5724
impactante	679
condeno	8056
lograr	9290
2016	9247
subnormales	9656
john	6102
dcabellor	967
masacre	10511
conocimiento	6153
racional	4287
aislados	648
frenar	9963
wyoming	2737
imagen	11548
fai	1306
dw	1938
hacían	6682
trámites	3562
cuarteles	7270
saldra	6614
someta	2547
lloviendo	1348
political	237
goberno	3910
here	401
capítulo	8335
declarado	10982
unos	7389
niños	11738
dejando	10485
diario	11328
similitudes	5560
referendun	7504
emocional	5329
técnicas	1850
veo	11776
quejándose	8152
nacida	1833
genios	6181
diputado	6511
conclusiones	5196
ahh	4818
union	9370
lástima	10566
equivocado	8745
ppl	2245
54	2250
tirón	2767
parto	7883
toca	11240
dárselo	206
normal	11595
estrellas	677
barça	11631
quisieran	7374
claras	8990
temita	7722
monarquías	4751
foto	11177
morir	9340
reto	6048
estudiando	7012
cops	164
final	3032
casposa	5207
until	2155
internacional	11707
lastima	8753
falsos	9306
criminales	6134
callen	476
joderse	6509
pregunto	11393
normalidad	10203
fachas	11591
tiende	944
violència	2782
autobuses	6490
jugó	569
apoyamos	9636
volga	5571
cansino	1889
gestionar	7989
plastilina	2125
imbécil	9332
porteños	118
regla	8119
acaben	5042
metan	8343
reconocerlo	3487
pseudo	7369
colonizada	2698
salirse	5671
asesinaron	1512
intentó	3483
condición	7560
debatiendo	8219
revela	6612
hacernos	4785
territorios	7916
claridad	7801
consiste	7215
rights	4176
confundas	6074
amoedocom	746
irán	10537
sociedad	11565
cubana	2129
expulsar	9108
estadio	8017
100000	4353
les	8802
mapuche	6749
imputados	7139
tongo	6156
re	7768
condemn	4487
vendo	5627
10000	10390
ríen	4108
electrónico	4784
venda	3953
examen	4736
plural	8538
odian	9623
complicada	4289
demagogia	9320
intervenida	5924
del	11370
balcones	10175
incongruente	3261
tajada	3595
eres	6568
mesas	10417
alimentar	4830
barrera	906
aprenda	2595
vulnera	3067
vemos	10714
fallado	5286
seguridad	11690
horribles	1181
🤣🤣🤣	3772
preguntaba	1346
cifra	10836
superficie	5005
edición	6449
titular	9788
expresion	7711
populista	7441
advierten	1840
abres	2120
pongas	1229
votamos	11087
inculto	5925
disturbios	10825
rendir	1984
ofensiva	1714
cobardes	10529
bitch	1453
cobrar	8124
garras	675
selectividad	4906
tv3	11128
grito	10319
6000	4271
conviene	10795
independentista	11821
espa	3452
mola	9677
accionar	5272
ajedrez	3956
causas	6425
suficientes	8409
mezclando	577
eleva	8439
ejercicio	10624
anarquia	1406
amenazas	9367
concentración	11024
murcia	11401
mirad	7282
dirá	9912
conquistar	4868
consejeros	742
solucionen	2778
nerviosa	975
borde	7832
cuarenta	3439
excusa	10671
decepcionado	4939
tramposos	3187
letreros	838
suceder	7638
aplaudiendo	6491
andaluza	8687
acabaría	4662
saldrá	10468
llama	11570
interesantes	5913
ego	2959
aprendemos	5267
entendí	5425
muriendo	1387
belga	3337
mundos	2811
anormal	1448
normalmente	5590
referencia	9556
otra	5067
tomorrow	3308
peña	9936
sindicatos	10353
plantean	2883
paralela	2383
viejas	236
parecen	9849
aver	4551
votaba	7169
ilegítimo	8527
hola	11263
lesiones	1391
llamaron	5119
destino	10575
descartar	1102
dime	9712
piedras	9083
acabemos	2183
amb	8167
hagáis	7852
hables	5836
generalidad	10331
cómplices	8108
aprendido	8282
sumisión	859
elección	10081
ejecución	1216
ey	3800
incluir	5187
opina	10910
pidiera	5132
proclamó	8549
acercan	1069
admite	6374
esteladas	9578
putin	9523
pre	4840
mejores	10694
fantástico	2641
justifican	8568
partidaria	3506
participacion	1385
terrorista	10152
manifestándose	8196
arco	938
apología	8097
diplomacia	3071
digna	7972
devolver	8138
heridos	11835
sectarismo	2165
vas	11585
miley	156
es	11746
periodista	10731
leche	7464
inevitable	8607
intimidar	127
observa	6199
partidista	5227
paren	9077
desperdicio	2354
permitiendo	6837
nulo	9248
oé	6823
defendeis	3386
quiten	9156
alto	11100
aceptan	7050
subnormal	9813
muerta	4110
existan	2296
imparables	4349
pepis	7973
preciio	7289
tranquilos	10647
vaya	5938
confrontos	3057
civilización	5832
callan	8677
enemigo	10079
casas	10210
virtud	2192
ppsoe	7555
pizzas	1331
prometer	354
zulianos	2904
77	934
prat	471
baviera	5167
creó	3301
rentable	3464
attention	3041
puerta	11475
reprimieron	5170
‘’	3092
queja	7310
just	9713
moviliza	5888
centrar	690
formando	8784
certero	264
cansinos	6866
aberrante	5283
ppsoecs	3695
estatus	4938
emperador	1781
sedición	11020
lamentó	2918
vencido	7608
decidirá	7334
castellanos	5803
mutuals	148
socio	5885
potencia	4092
previsible	5308
doble	11276
impunidad	5373
“	11680
constitucionalista	3554
residentes	9085
60	10286
centro	11270
metáfora	6260
questão	1563
arreglarlo	557
asturiano	3887
reconocerá	6822
andorra	10863
vão	2887
sáhara	3509
cifras	8523
lost	5820
entenderás	377
globalistas	231
sandwich	1147
stand	5332
acampar	2450
extraño	6851
salieron	9219
peguen	5250
borregos	9454
socialmente	4591
defendido	8548
empezará	5737
listo	10617
desgobierno	3874
arrasa	2609
suelos	288
temor	7582
pare	8545
urge	9474
llamar	11253
reconocimiento	9694
llámalo	2847
tapas	2495
técnica	1440
insultando	7613
manifestar	8877
constitucional	11615
programación	5277
bares	3547
defensa	11300
very	4965
ocurrida	5465
tractor	6044
sereno	2371
concurso	1846
rating	831
recuerdan	7856
payasos	8486
marcos	3031
cope	6444
qatar	4132
psicópatas	2864
intervenir	9976
conceder	4860
seguiréis	3284
mojar	3395
cree	11469
indepencia	8638
agents	3005
obstante	3550
censura	10192
catalanas	10830
exigen	9442
tienes	1376
mamá	8848
ocultar	6961
posiblemente	7195
participantes	4193
linda	4377
serbia	5691
ignoro	303
montando	8217
reaccionar	6832
diálogos	465
competencias	10519
arrastrando	3838
pirineos	1084
incendiario	100
personas	11807
íbamos	3859
razon	9594
sacrificio	5415
unió	3659
utilizado	8359
mayores	10664
caprichos	2721
tiro	8037
negociaciones	5594
mitin	5432
secesionistas	10851
incongruencia	4735
señal	6532
derechista	4661
cristiano	4028
capaz	10674
wie	3471
entrevistado	475
antiindependencia	1225
